variant,band,rmse_median_db,bias_median_db,improvement_median_db,n_pairs
operative,120-250,2.40788624263132,1.9506350147042624,10.934064538422378,8
operative,1k-2k,5.71300377122983,0.49379409112157563,5.822154710503092,8
operative,25-60,2.8341372142539614,-1.3033914391981085,9.234552756302797,8
operative,250-500,3.6528564267742905,2.9188975833195414,9.047229096052838,8
operative,2k-4k,4.269219581594518,0.11042082430699329,6.590389859829699,8
operative,4k-8k,3.3400730125735802,1.2989003618737684,8.86056490658623,8
operative,500-1k,4.4228892079441025,0.3978343443622484,7.514083274825053,8
operative,60-120,2.344687553587171,0.4022114588728559,11.709496033531456,8
operative,8k-12k,2.3234254241140655,1.2939129433513574,9.624929707126086,8
v15_faithful_recal,120-250,2.4223904625482136,1.967829444737628,10.945439752978245,8
v15_faithful_recal,1k-2k,5.889265477022386,1.2137827602401492,5.714574574455538,8
v15_faithful_recal,25-60,2.728619128939785,-0.9447139838409657,9.481807638559763,8
v15_faithful_recal,250-500,4.134335036681321,3.5103967046123197,8.372300375739531,8
v15_faithful_recal,2k-4k,4.059380324804549,0.500372519985048,6.512728333952993,8
v15_faithful_recal,4k-8k,3.0845417807347975,2.26434249052372,8.69222512186586,8
v15_faithful_recal,500-1k,4.624568464445785,0.9574481451496473,7.4107733619549245,8
v15_faithful_recal,60-120,2.4749539194126595,0.9527190910417125,11.651384619371703,8
v15_faithful_recal,8k-12k,2.545298121791433,2.33337634082281,9.196676119103252,8
v17_operative,120-250,2.40788624263132,1.9506350147042624,10.934064538422378,8
v17_operative,1k-2k,5.71300377122983,0.49379409112157563,5.822154710503092,8
v17_operative,25-60,2.8341372142539614,-1.3033914391981085,9.234552756302797,8
v17_operative,250-500,3.6528564267742905,2.9188975833195414,9.047229096052838,8
v17_operative,2k-4k,4.269219581594518,0.11042082430699329,6.590389859829699,8
v17_operative,4k-8k,3.3400730125735802,1.2989003618737684,8.86056490658623,8
v17_operative,500-1k,4.4228892079441025,0.3978343443622484,7.514083274825053,8
v17_operative,60-120,2.344687553587171,0.4022114588728559,11.709496033531456,8
v17_operative,8k-12k,2.3234254241140655,1.2939129433513574,9.624929707126086,8
